ear,mar
0.28,0.28
0.33,0.27
0.28,0.42
0.28,0.38
0.32,0.28
0.29,0.26
0.26,0.28
0.28,0.3
0.33,0.28
0.3,0.27
0.29,0.3
0.31,0.53
0.27,0.41
0.29,0.36
0.29,0.44
0.3,0.36
0.29,0.47
0.3,0.39
0.34,0.34
0.29,0.37
0.26,0.24
0.16,0.41
0.34,0.44
0.25,0.48
0.23,0.44
0.25,0.32
0.26,0.45
0.3,0.4
0.33,0.4
0.29,0.48
0.29,0.56
0.14,0.39
0.26,0.35
0.26,0.33
0.29,0.35
0.3,0.35
0.28,0.46
0.29,0.79
0.23,0.38
0.25,0.46
0.26,0.33
0.24,0.37
0.26,0.34
0.34,0.59
0.16,0.41
0.26,0.39
0.27,0.33
0.28,0.39
0.26,0.38
0.3,0.26
0.16,0.28
0.28,0.38
0.14,0.28
0.26,0.38
0.26,0.3
0.29,0.32
0.28,0.34
0.31,0.47
0.31,0.37
0.29,0.35
0.26,0.26
0.26,0.36
0.37,0.59
0.24,0.41
0.36,0.38
0.29,0.39
0.27,0.52
0.3,0.59
0.17,0.38
0.35,0.32
0.29,0.26
0.22,0.44
0.22,0.49
0.26,0.46
0.2,0.54
0.19,0.32
0.25,0.32
0.16,0.28
0.26,0.28
0.26,0.38
0.31,0.37
0.31,0.33
0.23,0.38
0.16,0.44
0.25,0.43
0.26,0.43
0.22,0.37
0.26,0.31
0.28,0.71
0.27,0.29
0.26,0.57
0.3,0.41
0.29,0.38
0.17,0.38
0.23,0.4
0.22,0.35
0.29,0.43
0.33,0.54
0.31,0.29
0.34,0.33
0.32,0.18
0.28,0.43
0.1,0.28
0.31,0.35
0.24,0.4
0.27,0.42
0.28,0.43
0.34,0.33
0.29,0.54
0.3,0.38
0.29,0.24
0.33,0.33
0.27,0.44
0.18,0.46
0.3,0.55
0.3,0.32
0.32,0.44
0.28,0.44
0.29,0.46
0.3,0.53
0.34,0.43
0.31,0.46
0.29,0.33
0.23,0.43
0.26,0.49
0.29,0.72
0.31,0.45
0.29,0.56
0.26,0.37
0.26,0.29
0.26,0.26
0.27,0.3
0.28,0.36
0.25,0.33
0.27,0.27
0.29,0.27
0.26,0.27
0.28,0.29
0.3,0.28
0.18,0.28
0.27,0.28
0.28,0.27
0.27,0.28
0.3,0.28
