ear,mar
0.33,0.38
0.29,0.36
0.25,0.31
0.29,0.29
0.25,0.41
0.26,0.49
0.27,0.33
0.25,0.43
0.3,0.74
0.2,0.63
0.25,0.76
0.32,0.76
0.34,0.76
0.22,0.58
0.26,0.43
0.26,0.36
0.26,0.34
0.28,0.36
0.13,0.45
0.43,0.44
0.45,0.59
0.22,0.37
0.32,0.32
0.15,0.39
0.2,0.41
0.2,0.59
0.19,0.61
0.21,0.62
0.2,0.62
0.24,0.62
0.2,0.58
0.2,0.43
0.18,0.4
0.14,0.46
0.22,0.43
0.21,0.39
0.18,0.34
0.21,0.37
0.25,0.44
0.23,0.48
0.21,0.47
0.28,0.38
0.23,0.28
0.26,0.28
0.25,0.3
0.3,0.34
0.34,0.35
0.37,0.45
0.35,0.33
0.36,0.72
0.2,0.77
0.25,0.7
0.24,0.71
0.24,0.64
0.23,0.63
0.24,0.6
0.26,0.63
0.12,0.75
0.22,0.43
0.24,0.31
0.2,0.25
0.18,0.32
0.26,0.3
0.28,0.38
0.18,0.47
0.32,0.33
0.28,0.41
0.3,0.28
0.13,0.28
0.16,0.4
0.45,0.47
0.23,0.4
0.28,0.33
0.32,0.3
0.32,0.29
0.24,0.33
0.15,0.46
0.15,0.37
0.17,0.37
0.18,0.27
0.12,0.23
0.13,0.27
0.21,0.38
0.13,0.36
0.24,0.37
0.26,0.27
0.28,0.26
0.26,0.27
0.25,0.3
0.26,0.33
0.25,0.28
