ear,mar
0.26,0.5
0.29,0.47
0.29,0.43
0.28,0.46
0.29,0.44
0.25,0.46
0.35,0.5
0.34,0.47
0.33,0.51
0.31,0.51
0.33,0.49
0.34,0.51
0.21,0.52
0.16,0.52
0.14,0.51
0.19,0.5
0.29,0.52
0.31,0.5
0.31,0.5
0.33,0.5
0.18,0.52
0.18,0.51
0.31,0.52
0.3,0.5
0.32,0.51
0.14,0.49
0.28,0.47
0.3,0.46
0.33,0.45
0.17,0.49
0.14,0.46
0.17,0.46
0.2,0.43
0.21,0.45
0.23,0.45
0.26,0.45
0.35,0.32
0.34,0.31
0.17,0.47
0.24,0.47
0.26,0.47
0.28,0.45
0.32,0.44
0.29,0.45
0.31,0.45
0.18,0.43
0.18,0.43
0.29,0.46
0.29,0.46
0.3,0.46
0.28,0.47
0.27,0.49
0.25,0.47
0.28,0.49
0.27,0.47
0.29,0.47
0.31,0.47
0.28,0.46
0.24,0.46
0.28,0.48
0.31,0.47
0.3,0.49
0.16,0.49
0.28,0.49
0.29,0.48
0.27,0.5
0.3,0.48
0.28,0.49
0.29,0.47
0.27,0.48
0.25,0.49
0.14,0.48
0.16,0.5
0.2,0.49
0.27,0.5
0.28,0.46
0.28,0.45
0.26,0.47
0.29,0.47
0.28,0.48
0.3,0.5
0.31,0.53
0.31,0.47
0.28,0.63
0.33,0.74
0.33,0.83
0.34,0.89
0.36,0.93
0.33,0.93
0.35,0.96
0.16,0.95
0.16,1.01
0.18,1.03
0.23,1.01
0.25,1.01
0.29,1.05
0.33,1.06
0.33,1.06
0.32,1.05
0.32,0.93
0.33,0.94
0.31,0.85
0.32,0.82
0.29,0.74
0.3,0.75
0.18,0.76
0.28,0.71
0.24,0.71
0.23,0.65
0.25,0.49
0.17,0.57
0.13,0.35
0.13,0.35
0.24,0.36
0.26,0.36
0.27,0.35
0.18,0.39
0.29,0.38
0.29,0.4
0.28,0.41
0.29,0.42
0.26,0.4
0.28,0.44
0.26,0.44
0.27,0.43
0.29,0.43
0.29,0.43
0.31,0.43
0.31,0.43
0.29,0.43
0.29,0.44
0.27,0.43
0.25,0.45
0.16,0.44
0.16,0.44
0.23,0.45
0.28,0.45
0.29,0.44
0.28,0.44
0.28,0.43
0.3,0.43
0.26,0.42
0.28,0.43
0.28,0.43
0.28,0.43
0.3,0.42
0.26,0.43
0.22,0.43
0.18,0.44
0.24,0.42
0.23,0.42
0.26,0.44
0.25,0.44
0.25,0.43
0.23,0.43
0.24,0.41
0.14,0.44
0.17,0.44
