ear,mar
0.3,0.26
0.29,0.26
0.22,0.27
0.29,0.25
0.29,0.25
0.3,0.31
0.33,0.28
0.29,0.43
0.33,0.53
0.19,0.27
0.25,0.33
0.13,0.29
0.29,0.35
0.22,0.38
0.27,0.27
0.22,0.41
0.14,0.51
0.24,0.73
0.24,0.31
0.22,0.32
0.26,0.48
0.19,0.36
0.27,0.22
0.23,0.41
0.2,0.44
0.19,0.31
0.24,0.52
0.2,0.43
0.24,0.42
0.22,0.29
0.18,0.36
0.3,0.34
0.25,0.39
0.36,0.35
0.3,0.29
0.23,0.26
0.29,0.32
0.3,0.3
0.26,0.28
0.22,0.44
0.27,0.85
0.29,0.91
0.31,0.97
0.29,0.58
0.22,0.39
0.18,0.25
0.27,0.44
0.27,0.34
0.26,0.34
0.26,0.35
0.26,0.41
0.27,0.35
0.21,0.23
0.26,0.56
0.27,0.41
0.29,0.39
0.35,0.4
0.27,0.37
0.25,0.34
0.32,0.52
0.28,0.43
0.26,0.35
0.27,0.47
0.31,0.41
0.3,0.36
0.28,0.27
0.25,0.29
0.25,0.36
0.27,0.34
0.25,0.53
0.29,0.65
0.33,0.88
0.33,0.67
0.31,0.7
0.24,0.53
0.21,0.3
0.26,0.32
0.28,0.43
0.25,0.34
0.25,0.26
0.33,0.32
0.27,0.28
0.27,0.31
0.29,0.33
0.25,0.3
0.29,0.41
0.28,0.31
0.28,0.3
0.27,0.29
0.31,0.28
0.3,0.3
0.27,0.27
