ear,mar
0.33,0.4
0.32,0.39
0.32,0.43
0.3,0.45
0.31,0.49
0.3,0.47
0.3,0.46
0.3,0.47
0.31,0.46
0.31,0.46
0.31,0.46
0.29,0.47
0.29,0.47
0.29,0.46
0.28,0.46
0.27,0.46
0.29,0.46
0.31,0.45
0.29,0.47
0.31,0.49
0.29,0.48
0.29,0.44
0.28,0.45
0.29,0.46
0.27,0.46
0.27,0.45
0.29,0.45
0.29,0.45
0.29,0.44
0.29,0.46
0.28,0.45
0.31,0.45
0.3,0.45
0.28,0.45
0.29,0.45
0.33,0.46
0.32,0.45
0.32,0.46
0.32,0.45
0.32,0.45
0.31,0.44
0.3,0.45
0.28,0.46
0.28,0.46
0.27,0.46
0.27,0.46
0.3,0.15
0.31,0.16
0.28,0.2
0.27,0.41
0.27,0.37
0.29,0.38
0.27,0.38
0.27,0.4
0.29,0.41
