ear,mar
0.2,0.31
0.22,0.31
0.22,0.41
0.18,0.44
0.27,0.35
0.28,0.35
0.3,0.53
0.22,0.33
0.33,0.47
0.26,0.56
0.13,0.45
0.35,0.45
0.3,0.44
0.29,0.41
0.27,0.43
0.28,0.47
0.22,0.46
0.32,0.43
0.28,0.44
0.27,0.42
0.27,0.45
0.29,0.46
0.28,0.47
0.31,0.44
0.29,0.43
0.31,0.45
0.3,0.53
0.16,0.45
0.13,0.42
0.28,0.44
0.24,0.47
0.29,0.43
0.25,0.48
0.25,0.47
0.29,0.48
0.3,0.53
0.3,0.56
0.33,0.46
0.31,0.44
0.29,0.42
0.26,0.51
0.28,0.41
0.26,0.45
0.28,0.52
0.28,0.41
0.28,0.45
0.16,0.37
0.33,0.49
0.33,0.54
0.23,0.48
0.24,0.45
0.24,0.49
0.26,0.55
0.21,0.47
0.21,0.48
0.13,0.48
0.16,0.55
0.16,0.33
0.13,0.52
0.12,0.43
0.31,0.53
0.32,0.44
0.32,0.47
0.31,0.49
0.12,0.51
0.14,0.43
0.19,0.38
0.26,0.33
0.24,0.54
0.22,0.6
0.32,0.66
0.13,0.86
0.22,0.96
0.21,0.83
0.14,0.78
0.17,0.43
0.19,0.33
0.15,0.3
0.15,0.34
0.12,0.33
0.15,0.31
0.1,0.33
0.15,0.29
0.19,0.34
0.2,0.4
0.27,0.46
0.25,0.44
0.21,0.44
0.23,0.45
0.29,0.47
0.27,0.47
0.22,0.48
0.21,0.47
0.29,0.45
0.23,0.56
0.23,0.54
0.25,0.32
0.14,0.42
0.18,0.35
0.24,0.4
0.24,0.42
0.15,0.34
0.27,0.48
0.28,0.47
0.24,0.37
0.23,0.43
0.29,0.54
0.12,0.43
0.29,0.49
0.25,0.43
0.34,0.52
0.26,0.39
0.2,0.49
0.18,0.38
0.18,0.48
0.15,0.52
0.22,0.53
0.11,0.67
0.12,0.55
0.23,0.26
0.34,0.52
0.27,0.54
0.28,0.61
0.27,0.54
0.33,0.57
0.14,0.51
0.18,0.43
0.21,0.58
0.16,0.4
0.19,0.33
0.16,0.38
0.26,0.61
0.25,0.52
0.23,0.4
0.23,0.42
0.28,0.43
0.37,0.46
0.35,0.41
0.35,0.53
0.25,0.41
0.25,0.38
0.25,0.47
0.29,0.51
0.29,0.5
0.25,0.5
0.24,0.42
0.32,0.52
0.29,0.45
0.27,0.39
0.3,0.38
0.32,0.31
0.36,0.39
0.13,0.35
0.31,0.41
0.31,0.35
0.33,0.52
0.16,0.53
0.38,0.55
0.34,0.37
0.18,0.49
0.27,0.45
0.24,0.38
0.15,0.64
0.21,0.31
0.34,0.55
0.33,0.54
0.3,0.47
0.3,0.58
0.33,0.48
0.24,0.45
0.28,0.43
0.22,0.35
0.29,0.37
0.32,0.49
0.3,0.56
0.28,0.91
0.12,0.82
0.21,0.84
0.15,0.85
0.14,0.52
0.11,0.36
0.14,0.29
0.21,0.3
0.18,0.32
0.19,0.33
0.21,0.45
0.27,0.64
0.31,0.44
0.21,0.32
0.31,0.48
0.3,0.41
0.31,0.38
0.29,0.39
0.33,0.39
0.34,0.59
0.28,0.45
0.18,0.51
0.24,0.41
0.28,0.53
0.26,0.46
0.3,0.44
0.27,0.44
0.26,0.49
0.23,0.37
0.26,0.3
0.22,0.47
0.26,0.55
0.23,0.33
0.2,0.49
0.26,0.5
0.23,0.39
0.3,0.41
0.19,0.51
0.13,0.33
0.21,0.36
