ear,mar
0.32,0.32
0.32,0.3
0.29,0.57
0.16,0.51
0.19,0.41
0.3,0.65
0.38,0.68
0.32,0.63
0.33,0.52
0.37,0.48
0.35,0.48
0.3,0.53
0.36,0.49
0.36,0.47
0.33,0.34
0.3,0.42
0.31,0.41
0.23,0.47
0.34,0.45
0.19,0.44
0.28,0.48
0.25,0.5
0.17,0.51
0.28,0.47
0.26,0.46
0.28,0.48
0.33,0.61
0.26,0.92
0.29,0.73
0.28,0.43
0.3,0.38
0.32,0.34
0.38,0.52
0.37,0.5
0.33,0.4
0.26,0.46
0.33,0.58
0.21,0.46
0.26,0.42
0.3,0.44
0.26,0.35
0.27,0.39
0.32,0.4
0.28,0.41
0.35,0.46
0.31,0.49
0.34,0.34
0.35,0.36
0.34,0.47
0.35,0.34
0.36,0.55
0.38,0.69
0.33,0.54
0.29,0.5
0.14,0.43
0.23,0.42
0.27,0.44
0.32,0.39
0.32,0.45
0.33,0.49
0.32,0.51
0.33,0.51
0.35,0.51
0.26,0.34
0.36,0.51
0.29,0.54
0.34,0.79
0.3,0.78
0.31,0.56
0.35,0.41
0.33,0.33
0.35,0.32
0.35,0.31
0.33,0.29
0.32,0.46
0.31,0.41
0.3,0.4
0.34,0.33
0.32,0.39
0.29,0.39
0.26,0.41
0.27,0.46
0.19,0.39
0.27,0.55
0.17,0.53
0.18,0.55
0.2,0.46
0.28,0.45
0.28,0.41
0.32,0.42
0.32,0.37
0.27,0.39
0.3,0.44
0.27,0.45
0.28,0.46
0.3,0.46
0.3,0.46
0.32,0.47
0.34,0.47
0.3,0.51
0.33,0.5
