ear,mar
0.33,0.44
0.33,0.27
0.31,0.51
0.29,0.31
0.3,0.32
0.31,0.31
0.31,0.33
0.29,0.31
0.33,0.25
0.21,0.38
0.29,0.36
0.13,0.37
0.27,0.29
0.37,0.38
0.35,0.6
0.19,0.58
0.27,0.59
0.28,0.54
0.24,0.43
0.36,0.47
0.33,0.45
0.31,0.45
0.24,0.47
0.27,0.5
0.23,0.56
0.25,0.53
0.16,0.48
0.25,0.49
0.21,0.37
0.23,0.37
0.33,0.4
0.16,0.6
0.24,0.42
0.2,0.43
0.13,0.53
0.2,0.49
0.13,0.53
0.2,0.57
0.09,0.53
0.27,0.41
0.16,0.48
0.13,0.46
0.11,0.49
0.26,0.36
0.26,0.37
0.25,0.53
0.23,0.51
0.17,0.51
0.22,0.52
0.25,0.51
0.27,0.56
0.24,0.5
0.3,0.55
0.2,0.89
0.25,0.83
0.21,0.85
0.12,0.46
0.16,0.48
0.18,0.51
0.22,0.41
0.21,0.35
0.21,0.43
0.15,0.3
0.26,0.28
0.3,0.37
0.29,0.57
0.27,0.55
0.11,0.45
0.28,0.53
0.29,0.57
0.31,0.43
0.3,0.36
0.33,0.56
0.25,0.57
0.16,0.29
0.21,0.37
0.2,0.32
0.14,0.46
0.28,0.55
0.31,0.81
0.25,0.85
0.27,0.95
0.26,0.83
0.31,0.61
0.22,0.34
0.27,0.42
0.28,0.3
0.39,0.29
0.37,0.29
0.18,0.3
0.23,0.39
0.24,0.44
0.21,0.39
0.27,0.33
0.3,0.3
0.24,0.31
0.33,0.34
0.35,0.33
0.33,0.39
0.28,0.37
