ear,mar
0.25,0.51
0.14,0.52
0.14,0.52
0.14,0.47
0.18,0.47
0.24,0.49
0.16,0.5
0.14,0.5
0.28,0.96
0.16,1.06
0.18,0.94
0.13,0.57
0.26,0.44
0.16,0.45
0.18,0.44
0.14,0.44
0.17,0.45
0.14,0.46
0.12,0.47
0.17,0.45
0.16,0.45
0.16,0.46
0.21,0.45
0.24,0.47
0.17,0.47
0.17,0.45
0.25,0.45
0.21,0.45
0.23,0.45
0.2,0.46
0.22,0.46
0.19,0.44
0.16,0.47
0.14,0.46
0.15,0.44
0.15,0.45
0.15,0.46
0.17,0.45
0.16,0.44
0.15,0.44
0.22,0.44
0.15,0.46
0.17,0.45
0.15,0.45
0.23,0.44
0.19,0.44
0.17,0.44
0.14,0.44
0.15,0.46
0.2,0.44
0.22,0.44
0.23,0.44
0.22,0.44
0.2,0.44
0.17,0.45
0.2,0.45
0.17,0.45
0.21,0.47
0.19,0.46
