ear,mar
0.23,0.42
0.16,0.41
0.26,0.4
0.29,0.41
0.29,0.41
0.33,0.42
0.3,0.4
0.32,0.41
0.3,0.41
0.32,0.42
0.29,0.39
0.3,0.41
0.3,0.42
0.32,0.43
0.3,0.43
0.31,0.44
0.3,0.46
0.29,0.52
0.28,0.55
0.31,0.53
0.28,0.51
0.2,0.47
0.24,0.47
0.16,0.45
0.15,0.44
0.23,0.44
0.25,0.43
0.3,0.44
0.28,0.43
0.32,0.43
0.28,0.45
0.27,0.45
0.28,0.45
0.29,0.51
0.29,0.5
0.28,0.5
0.26,0.5
0.3,0.49
0.27,0.5
0.29,0.5
0.31,0.5
0.26,0.5
0.27,0.5
0.3,0.52
0.29,0.5
0.28,0.5
0.27,0.49
0.29,0.5
0.2,0.49
0.21,0.51
0.14,0.49
0.23,0.49
0.3,0.49
0.27,0.48
0.29,0.5
0.27,0.5
0.24,0.48
0.28,0.48
0.27,0.48
0.27,0.47
0.3,0.48
0.29,0.47
0.28,0.47
0.29,0.48
0.27,0.49
0.28,0.48
0.29,0.46
0.28,0.47
0.3,0.47
0.28,0.47
0.3,0.47
0.27,0.47
0.28,0.48
0.27,0.48
0.27,0.47
0.3,0.48
0.25,0.48
0.27,0.47
0.26,0.47
0.29,0.48
0.29,0.48
0.3,0.49
0.31,0.48
0.28,0.49
0.15,0.46
0.22,0.48
0.26,0.48
0.16,0.48
0.24,0.46
0.27,0.46
0.29,0.47
0.31,0.48
0.29,0.48
0.27,0.47
0.31,0.48
0.29,0.48
0.29,0.49
0.31,0.48
0.3,0.46
0.3,0.47
0.27,0.48
0.31,0.48
0.31,0.47
0.3,0.48
0.31,0.46
0.29,0.47
0.3,0.48
0.29,0.47
0.3,0.47
0.3,0.46
0.29,0.48
0.27,0.47
0.29,0.48
0.28,0.49
0.27,0.49
0.24,0.48
0.25,0.48
0.27,0.48
0.25,0.48
0.28,0.49
0.27,0.48
0.25,0.49
0.29,0.47
0.23,0.48
0.26,0.49
0.28,0.49
0.27,0.49
0.28,0.48
0.28,0.48
0.26,0.48
0.27,0.47
0.25,0.48
0.29,0.48
0.28,0.47
0.27,0.47
0.27,0.48
0.29,0.47
0.27,0.47
0.24,0.46
0.27,0.47
0.24,0.46
0.28,0.46
0.25,0.46
0.2,0.47
0.25,0.46
0.23,0.48
0.25,0.47
0.26,0.48
0.22,0.47
0.25,0.48
0.25,0.47
0.27,0.48
0.18,0.49
0.11,0.48
0.2,0.46
0.24,0.47
0.25,0.48
0.25,0.47
0.25,0.47
0.26,0.47
0.27,0.49
0.28,0.47
0.27,0.48
0.27,0.47
0.27,0.47
0.26,0.47
0.29,0.47
0.25,0.46
0.28,0.47
0.28,0.47
0.31,0.49
0.28,0.47
0.29,0.47
0.3,0.46
0.29,0.46
0.3,0.45
0.29,0.46
0.29,0.46
0.3,0.48
0.3,0.49
0.27,0.47
0.29,0.47
0.28,0.49
0.29,0.5
0.26,0.52
0.24,0.52
0.15,0.51
0.17,0.51
0.22,0.5
0.28,0.52
0.31,0.5
0.28,0.49
0.3,0.51
0.3,0.52
0.3,0.51
0.3,0.51
0.3,0.52
0.31,0.5
0.3,0.52
0.3,0.5
0.29,0.51
0.28,0.5
0.22,0.48
0.26,0.5
0.28,0.49
0.21,0.49
0.27,0.51
0.26,0.52
0.27,0.5
0.26,0.49
0.26,0.48
0.24,0.46
0.25,0.45
0.27,0.45
0.29,0.45
0.27,0.44
0.13,0.46
0.14,0.47
0.2,0.46
0.23,0.44
0.27,0.45
0.27,0.46
0.27,0.47
0.27,0.45
0.24,0.46
0.27,0.46
0.25,0.46
0.25,0.46
0.27,0.46
0.28,0.47
0.26,0.46
0.27,0.46
0.27,0.48
0.28,0.47
0.26,0.46
0.25,0.47
0.29,0.47
0.27,0.48
0.26,0.46
0.26,0.46
0.24,0.46
0.25,0.46
0.27,0.46
0.25,0.47
0.25,0.47
0.27,0.47
0.27,0.48
0.26,0.47
