ear,mar
0.35,0.39
0.3,0.38
0.35,0.39
0.35,0.42
0.34,0.43
0.31,0.4
0.35,0.39
0.32,0.38
0.36,0.38
0.33,0.41
0.3,0.4
0.3,0.4
0.33,0.4
0.27,0.36
0.22,0.37
0.26,0.45
0.17,0.4
0.12,0.92
0.36,0.68
0.35,0.69
0.29,0.67
0.13,0.64
0.31,0.71
0.45,0.64
0.24,0.6
0.29,0.53
0.23,0.46
0.37,0.47
0.41,0.26
0.31,0.36
0.4,0.36
0.39,0.32
0.42,0.35
0.2,0.66
0.47,0.95
0.33,0.79
0.34,0.77
0.39,0.73
0.34,0.64
0.39,0.66
0.42,0.61
0.42,0.59
0.37,0.5
0.38,0.52
0.38,0.59
0.45,0.48
0.38,0.53
0.37,0.55
0.42,0.67
0.36,0.72
0.42,0.76
0.39,0.87
0.44,0.71
0.4,0.69
0.39,0.5
0.37,0.73
0.38,0.55
0.35,0.74
0.43,0.71
0.42,0.71
0.43,0.73
0.3,0.82
0.27,0.53
0.26,0.39
0.26,0.46
0.26,0.56
0.26,0.61
0.32,0.38
0.31,0.39
0.26,0.38
0.31,0.41
0.32,0.39
0.31,0.39
0.3,0.4
0.33,0.37
0.36,0.34
0.34,0.37
0.3,0.46
0.32,0.54
0.22,0.41
0.27,0.25
0.31,0.39
0.34,0.4
0.3,0.41
0.34,0.43
0.32,0.4
0.33,0.41
0.33,0.43
0.38,0.59
0.31,0.56
0.37,0.77
0.21,0.76
0.44,0.64
0.29,0.57
0.28,0.37
0.33,0.38
0.27,0.38
0.19,0.33
0.3,0.37
0.33,0.42
0.32,0.47
0.27,0.41
0.27,0.37
0.33,0.44
0.33,0.4
0.32,0.45
0.27,0.42
0.33,0.45
0.33,0.42
0.32,0.46
0.3,0.44
0.34,0.44
0.4,0.36
0.46,0.33
0.46,0.38
0.34,0.42
0.39,0.38
