ear,mar
0.35,0.35
0.39,0.36
0.36,0.33
0.4,0.37
0.4,0.36
0.38,0.33
0.4,0.35
0.4,0.35
0.37,0.35
0.4,0.37
0.37,0.32
0.36,0.33
0.32,0.32
0.37,0.34
0.32,0.44
0.38,0.5
0.32,0.55
0.27,0.56
0.22,0.3
0.23,0.45
0.21,0.48
0.27,0.39
0.25,0.31
0.29,0.33
0.27,0.33
0.26,0.29
0.3,0.29
0.26,0.29
0.25,0.29
0.23,0.28
0.26,0.29
0.36,0.29
0.42,0.3
0.39,0.29
0.39,0.31
0.4,0.43
0.33,0.39
0.31,0.39
0.3,0.16
0.29,0.18
0.27,0.34
0.32,0.29
0.34,0.26
0.23,0.28
0.29,0.25
0.33,0.25
0.27,0.24
0.33,0.24
0.33,0.25
0.33,0.22
0.31,0.22
0.32,0.2
0.27,0.19
0.29,0.18
0.25,0.19
0.24,0.28
0.25,0.25
0.28,0.23
0.33,0.32
0.39,0.43
0.4,0.69
0.39,0.52
0.33,0.18
0.3,0.55
0.29,0.36
0.27,0.31
0.25,0.37
0.28,0.32
0.36,0.36
0.28,0.31
0.38,0.33
0.33,0.28
0.31,0.27
0.24,0.25
0.25,0.28
0.21,0.27
0.36,0.23
0.38,0.21
0.34,0.25
0.36,0.24
0.36,0.24
0.36,0.23
0.36,0.26
0.36,0.26
0.38,0.27
0.35,0.28
0.33,0.27
0.32,0.29
0.31,0.28
0.29,0.28
0.24,0.3
0.26,0.44
0.36,0.35
0.31,0.25
0.29,0.43
0.28,0.63
0.24,0.56
0.22,0.61
0.2,0.58
0.22,0.29
0.24,0.26
0.23,0.27
0.28,0.37
0.31,0.26
0.38,0.24
0.43,0.24
0.4,0.29
0.43,0.28
0.4,0.32
0.38,0.31
