ear,mar
0.41,0.45
0.39,0.45
0.4,0.46
0.4,0.44
0.39,0.45
0.4,0.45
0.37,0.45
0.38,0.46
0.35,0.46
0.37,0.46
0.3,0.45
0.36,0.44
0.33,0.44
0.31,0.43
0.34,0.45
0.18,0.43
0.36,0.45
0.33,0.44
0.26,0.61
0.35,1.23
0.36,1.49
0.33,1.42
0.39,1.25
0.46,1.18
0.38,1.3
0.32,0.64
0.22,0.35
0.25,0.37
0.2,0.36
0.33,0.37
0.31,0.39
0.34,0.37
0.32,0.36
0.27,0.4
0.31,0.41
0.18,0.44
0.3,0.45
0.28,0.42
0.28,0.43
0.29,0.43
0.23,0.44
0.3,0.44
0.28,0.44
0.18,0.43
0.18,0.44
0.16,0.44
0.19,0.41
0.2,0.42
0.19,0.38
0.17,0.4
0.16,0.43
0.17,0.42
0.14,0.44
0.18,0.43
0.18,0.41
0.16,0.36
0.23,0.39
0.18,0.36
0.24,0.48
0.28,0.47
0.22,0.46
0.3,0.45
0.28,0.74
0.28,0.88
0.41,1.34
0.37,1.1
0.31,1.01
0.25,0.36
0.27,0.32
0.17,0.48
0.26,0.4
0.29,0.4
0.19,0.41
0.3,0.28
0.27,0.2
0.25,0.26
0.29,0.3
0.16,0.4
0.18,0.39
0.24,0.41
0.17,0.41
0.23,0.4
0.22,0.41
0.18,0.39
0.21,0.4
0.18,0.41
0.2,0.4
0.24,0.4
0.26,0.37
0.32,0.41
0.3,0.42
0.29,0.42
0.3,0.42
0.35,0.42
0.33,0.44
0.16,0.44
0.29,0.44
0.19,0.45
0.18,0.46
0.21,0.44
0.17,0.34
0.16,0.34
0.18,0.38
0.2,0.41
0.18,0.42
0.18,0.41
0.2,0.4
0.15,0.38
0.14,0.27
0.25,0.41
0.29,0.48
0.29,0.49
0.28,0.5
0.28,0.48
0.26,0.48
0.29,0.48
0.27,0.48
0.31,0.48
0.24,0.47
0.31,0.46
0.29,0.46
0.15,0.46
0.18,0.39
0.34,0.35
