ear,mar
0.33,0.37
0.33,0.41
0.26,0.28
0.31,0.3
0.29,0.31
0.3,0.29
0.34,0.31
0.28,0.4
0.33,0.38
0.33,0.31
0.28,0.32
0.23,0.35
0.19,0.44
0.27,0.48
0.21,0.46
0.23,0.28
0.17,0.61
0.22,0.59
0.2,0.34
0.2,0.29
0.18,0.23
0.21,0.32
0.25,0.28
0.29,0.33
0.26,0.27
0.24,0.4
0.22,0.3
0.25,0.48
0.21,0.49
0.21,0.43
0.27,0.31
0.25,0.31
0.25,0.42
0.18,0.48
0.2,0.32
0.17,0.4
0.24,0.32
0.21,0.36
0.19,0.36
0.2,0.41
0.24,0.44
0.29,0.27
0.24,0.29
0.25,0.12
0.25,0.25
0.28,0.37
0.21,0.29
0.25,0.32
0.17,0.4
0.12,0.36
0.29,0.38
0.19,0.36
0.26,0.37
0.25,0.36
0.19,0.37
0.2,0.33
0.21,0.43
0.22,0.35
0.27,0.37
0.25,0.37
0.23,0.4
0.28,0.39
0.17,0.43
0.26,0.35
0.27,0.36
0.2,0.6
0.23,0.53
0.19,0.45
0.2,0.58
0.21,0.57
0.18,0.47
0.25,0.35
0.23,0.37
0.17,0.46
0.27,0.3
0.27,0.33
0.25,0.31
0.23,0.34
0.22,0.38
0.26,0.41
0.2,0.4
0.19,0.32
0.16,0.43
0.18,0.36
0.18,0.45
0.33,0.32
0.28,0.41
0.34,0.42
0.23,0.39
0.28,0.24
0.24,0.4
0.24,0.37
0.16,0.34
0.17,0.39
0.24,0.46
0.23,0.35
0.18,0.41
0.19,0.32
0.22,0.36
0.28,0.34
0.26,0.24
0.28,0.36
0.3,0.36
0.22,0.41
0.22,0.35
0.18,0.34
0.3,0.32
0.31,0.35
0.22,0.38
0.25,0.52
0.2,0.48
0.22,0.51
0.24,0.48
0.19,0.47
0.15,0.5
0.23,0.7
0.24,0.3
0.22,0.3
0.16,0.36
0.27,0.37
0.2,0.39
0.18,0.38
0.22,0.39
0.27,0.36
0.27,0.35
0.24,0.43
0.26,0.34
0.25,0.33
0.21,0.44
0.27,0.6
0.24,0.49
0.27,0.5
0.24,0.41
0.23,0.49
0.19,0.55
