ear,mar
0.28,0.45
0.26,0.47
0.28,0.45
0.28,0.45
0.33,0.45
0.32,0.44
0.34,0.44
0.34,0.46
0.29,0.46
0.32,0.45
0.3,0.45
0.32,0.44
0.3,0.45
0.3,0.44
0.29,0.45
0.32,0.47
0.3,0.47
0.3,0.46
0.3,0.46
0.27,0.46
0.27,0.44
0.3,0.45
0.29,0.42
0.29,0.4
0.37,1.12
0.29,1.28
0.26,1.29
0.33,1.43
0.31,1.31
0.31,1.31
0.33,1.32
0.33,1.29
0.3,0.86
0.29,0.51
0.28,0.4
0.28,0.45
0.27,0.46
0.25,0.5
0.26,0.47
0.32,0.46
0.3,0.46
0.29,0.46
0.27,0.46
0.29,0.48
0.31,0.48
0.33,0.49
0.28,0.5
0.28,0.49
0.26,0.5
0.3,0.5
0.27,0.5
0.25,0.47
0.25,0.47
0.23,0.5
0.26,0.5
0.26,0.51
0.21,0.45
0.23,0.49
0.18,0.51
0.23,0.49
0.19,0.47
0.26,0.49
0.23,0.51
0.21,0.48
0.19,0.48
0.26,0.49
0.35,0.48
0.32,0.5
0.26,0.5
0.18,0.51
0.23,0.5
0.27,0.49
0.25,0.51
0.19,0.49
0.28,0.5
0.28,0.48
0.19,0.49
0.27,0.5
0.2,0.5
0.18,0.52
0.3,0.52
0.34,0.5
0.35,0.52
0.28,0.52
0.27,0.49
0.26,0.44
0.35,0.46
0.33,0.46
0.33,0.48
0.32,0.45
0.31,0.45
0.3,0.46
0.28,0.47
0.3,0.49
0.26,0.49
0.3,0.48
0.28,0.49
0.34,0.49
0.34,0.48
0.24,0.45
0.29,0.46
0.34,0.5
0.24,0.49
0.26,0.47
0.25,0.51
0.27,0.46
0.31,0.46
0.28,0.48
0.34,0.49
0.35,0.49
0.33,0.49
0.33,0.47
0.31,0.49
0.32,0.47
0.26,0.46
0.32,0.46
0.3,0.42
0.29,0.41
0.26,0.45
0.28,0.47
0.3,0.49
0.3,0.48
0.23,0.48
0.24,0.53
0.23,0.54
0.25,0.54
0.24,0.45
0.26,0.49
0.3,0.52
0.32,0.53
0.29,0.52
0.32,0.5
0.19,0.5
0.25,0.49
0.24,0.5
