ear,mar
0.42,0.44
0.41,0.47
0.4,0.46
0.39,0.48
0.41,0.46
0.4,0.46
0.4,0.45
0.38,0.47
0.41,0.45
0.43,0.44
0.4,0.46
0.4,0.45
0.4,0.48
0.4,0.52
0.42,0.48
0.4,0.47
0.4,0.45
0.3,0.47
0.39,0.46
0.35,0.48
0.32,0.45
0.33,0.46
0.33,0.45
0.34,0.46
0.36,0.45
0.32,0.43
0.33,0.45
0.31,0.46
0.33,0.45
0.3,0.48
0.29,0.47
0.32,0.49
0.35,0.45
0.35,0.46
0.34,0.45
0.33,0.45
0.34,0.46
0.31,0.47
0.31,0.48
0.32,0.45
0.29,0.47
0.3,0.47
0.32,0.47
0.28,0.45
0.3,0.46
0.3,0.68
0.3,0.49
0.28,0.68
0.26,0.45
0.22,0.07
0.22,0.06
0.19,0.05
0.18,0.09
0.22,0.34
0.24,0.31
0.25,0.41
0.24,0.54
0.23,0.43
0.22,1.03
0.24,0.71
0.25,1.03
0.21,0.19
0.27,1.1
0.21,0.69
0.2,0.51
0.23,0.37
0.27,0.42
0.28,0.46
0.25,0.45
0.26,0.45
0.26,0.45
0.24,0.45
0.26,0.37
0.25,0.46
0.26,0.41
0.25,0.47
0.26,0.47
0.28,0.47
0.21,0.44
0.28,0.43
0.27,0.43
0.26,0.44
0.25,0.44
0.22,0.47
0.19,0.45
0.21,0.34
0.27,0.42
0.27,0.5
0.23,0.41
0.24,0.38
0.23,0.43
0.29,0.44
0.29,0.49
0.32,0.42
0.34,0.38
0.34,0.41
0.36,0.41
0.29,0.42
0.31,0.43
0.28,0.42
0.3,0.42
0.32,0.46
0.28,0.41
0.24,0.35
0.31,0.47
0.32,0.4
0.29,0.39
0.32,0.43
0.33,0.42
0.33,0.42
0.34,0.42
0.35,0.4
0.33,0.44
0.29,0.62
0.31,1.02
0.27,0.97
0.27,1.03
0.27,1.15
0.27,0.9
0.27,0.9
0.22,1.27
0.24,1.19
0.25,1.14
0.25,0.83
0.23,0.79
0.24,1.07
0.27,0.98
0.27,0.81
0.23,1.0
0.21,0.57
0.23,0.65
0.26,0.71
0.28,0.72
0.25,0.66
0.25,0.71
0.22,0.61
0.18,0.36
0.21,0.54
0.22,0.51
0.24,0.38
0.26,0.42
0.27,0.48
0.24,0.46
0.26,0.49
0.31,0.46
0.28,0.46
0.29,0.47
0.28,0.41
0.29,0.44
0.28,0.44
0.35,0.51
0.37,0.46
0.35,0.45
0.33,0.44
0.35,0.48
0.28,0.43
0.23,0.51
0.24,0.57
0.24,0.44
0.24,0.45
0.27,0.47
0.27,0.44
0.3,0.45
0.25,0.45
0.28,0.43
0.28,0.48
0.26,0.47
0.25,0.46
0.24,0.45
0.24,0.44
0.23,0.46
0.2,0.46
0.25,0.45
0.23,0.45
0.25,0.45
0.24,0.46
0.21,0.52
0.24,0.42
0.25,0.27
0.23,0.35
0.32,0.25
0.26,0.36
0.27,0.37
0.32,0.43
0.33,0.42
0.32,0.39
0.34,0.41
0.37,0.45
0.29,0.43
0.31,0.46
0.28,0.43
0.31,0.34
0.28,0.43
0.33,0.55
0.32,0.44
0.36,0.46
0.33,0.44
0.33,0.43
0.33,0.41
0.32,0.42
