ear,mar
0.38,0.31
0.4,0.33
0.37,0.31
0.38,0.25
0.41,0.3
0.4,0.26
0.42,0.31
0.41,0.31
0.36,0.31
0.39,0.31
0.39,0.31
0.31,0.27
0.42,0.31
0.38,0.33
0.26,0.29
0.33,0.28
0.4,0.36
0.4,0.33
0.36,0.36
0.35,0.37
0.34,0.36
0.33,0.37
0.33,0.36
0.34,0.41
0.34,0.37
0.38,0.34
0.3,0.47
0.33,0.62
0.3,0.76
0.22,0.87
0.26,0.71
0.32,0.93
0.3,0.9
0.21,0.7
0.28,0.5
0.36,0.42
0.28,0.43
0.29,0.46
0.28,0.51
0.34,0.51
0.3,0.46
0.29,0.48
0.2,0.44
0.31,0.42
0.32,0.38
0.29,0.39
0.19,0.39
0.25,0.38
0.25,0.34
0.24,0.29
0.21,0.34
0.26,0.23
0.35,0.45
0.37,0.49
0.31,0.48
0.27,0.53
0.2,0.51
0.3,0.41
0.29,0.41
0.31,0.45
0.27,0.48
0.25,0.49
0.32,0.45
0.35,0.71
0.3,0.93
0.3,1.31
0.31,1.15
0.38,1.4
0.29,0.9
0.3,0.69
0.26,0.47
0.23,0.36
0.19,0.41
0.25,0.38
0.2,0.38
0.25,0.35
0.23,0.36
0.21,0.35
0.29,0.4
0.29,0.41
0.24,0.42
0.3,0.48
0.3,0.44
0.26,0.45
0.25,0.49
0.31,0.53
0.23,0.51
0.33,0.48
0.35,0.54
0.35,0.53
0.32,0.3
0.27,0.42
0.21,0.38
0.35,0.44
0.37,0.39
0.28,0.42
0.35,0.76
0.26,0.94
0.33,0.72
0.38,0.44
0.28,0.3
0.38,0.56
0.25,0.6
0.35,0.58
0.22,0.42
0.14,0.47
0.2,0.52
0.39,0.62
0.34,0.6
0.26,0.56
0.31,0.54
0.31,0.46
0.33,0.43
0.25,0.4
0.22,0.37
0.27,0.4
