ear,mar
0.4,0.44
0.42,0.45
0.38,0.44
0.39,0.44
0.38,0.44
0.38,0.44
0.41,0.44
0.37,0.42
0.4,0.43
0.4,0.44
0.38,0.42
0.41,0.44
0.39,0.43
0.42,0.43
0.4,0.43
0.4,0.43
0.4,0.4
0.32,0.74
0.47,0.9
0.41,0.52
0.4,0.5
0.39,0.48
0.38,0.44
0.34,0.38
0.36,0.41
0.33,0.47
0.36,0.45
0.36,0.45
0.35,0.43
0.34,0.44
0.36,0.46
0.43,0.47
0.34,0.42
0.36,0.43
0.38,0.4
0.31,0.5
0.31,0.5
0.38,0.61
0.42,0.53
0.42,0.54
0.4,0.47
0.42,0.49
0.45,0.51
0.46,0.49
0.43,0.51
0.43,0.71
0.28,0.45
0.39,0.46
0.42,0.45
0.43,0.48
0.38,0.58
0.43,0.52
0.44,0.58
0.4,0.54
0.41,0.51
0.4,0.48
0.38,0.48
0.42,0.58
0.32,0.53
0.41,0.46
0.37,0.48
0.34,0.51
0.32,0.53
0.3,0.51
0.21,0.54
0.27,0.65
0.32,0.52
0.32,0.59
0.33,0.56
0.32,0.52
0.31,0.55
0.33,0.56
0.35,0.51
0.35,0.59
0.37,0.44
0.36,0.52
0.34,0.61
0.34,0.53
0.36,0.5
0.38,0.55
0.41,0.49
0.38,0.42
0.4,0.41
0.41,0.43
0.41,0.45
0.38,0.45
0.26,0.45
0.31,0.37
0.19,0.46
0.35,0.57
0.38,0.54
0.38,0.5
0.41,0.6
0.43,0.72
0.39,0.45
0.4,0.5
0.38,0.46
0.37,0.52
0.33,0.5
0.36,0.5
0.24,0.56
0.25,0.47
0.41,0.57
0.41,0.49
0.39,0.47
0.43,0.45
0.37,0.44
0.32,0.43
0.43,0.45
0.38,0.59
0.32,0.55
0.44,0.41
0.43,0.47
0.44,0.52
0.53,0.66
0.45,0.56
0.42,0.42
0.38,0.51
0.41,0.46
0.27,0.36
0.41,0.46
0.41,0.45
0.4,0.43
0.36,0.43
0.35,0.45
0.38,0.46
0.41,0.58
0.29,0.57
0.38,0.49
0.42,0.51
0.42,0.68
0.39,0.44
0.29,0.6
0.41,0.52
0.41,0.48
0.44,0.5
0.42,0.46
