ear,mar
0.37,0.43
0.39,0.46
0.36,0.45
0.38,0.45
0.36,0.44
0.37,0.44
0.37,0.44
0.35,0.44
0.36,0.44
0.37,0.45
0.34,0.43
0.5,0.48
0.46,0.52
0.32,0.37
0.34,0.39
0.31,0.33
0.28,0.36
0.26,0.42
0.29,0.4
0.21,0.55
0.3,0.46
0.35,0.32
0.36,0.41
0.56,0.32
0.29,0.47
0.37,0.32
0.36,0.4
0.35,0.29
0.31,0.25
0.26,0.77
0.33,0.43
0.36,0.48
0.35,0.52
0.37,0.3
0.41,0.56
0.4,0.55
0.37,0.36
0.37,0.4
0.19,0.43
0.22,0.41
0.22,0.43
0.28,0.45
0.26,0.39
0.19,0.38
0.27,0.39
0.33,0.39
0.3,0.36
0.32,0.37
0.36,0.39
0.47,0.71
0.3,0.71
0.38,0.53
0.34,0.5
0.3,0.54
0.41,0.49
0.37,0.44
0.4,0.43
0.4,0.43
0.22,0.52
0.39,0.51
0.39,0.46
0.38,0.49
0.39,0.47
0.41,0.44
0.4,0.39
0.36,0.34
0.42,0.48
0.25,0.51
0.37,0.51
0.35,0.41
0.37,0.41
0.36,0.37
0.36,0.44
0.31,0.44
0.34,0.45
0.35,0.45
0.37,0.43
0.5,0.49
0.52,0.54
0.43,0.67
0.38,0.44
0.37,0.44
0.38,0.39
0.36,0.43
0.38,0.43
0.4,0.45
0.4,0.43
0.22,0.51
0.19,0.34
0.34,0.43
0.38,0.43
0.36,0.43
0.35,0.43
0.36,0.42
0.38,0.45
0.39,0.47
0.42,0.45
0.23,0.44
0.35,0.41
0.36,0.43
0.4,0.46
0.39,0.45
0.39,0.45
0.39,0.45
0.4,0.44
0.39,0.45
0.37,0.45
0.36,0.71
0.44,0.59
0.23,0.65
0.35,0.7
0.36,0.46
0.4,0.47
0.35,0.46
0.43,0.47
