ear,mar
0.36,0.19
0.39,0.22
0.4,0.19
0.34,0.21
0.39,0.22
0.4,0.2
0.39,0.21
0.38,0.46
0.35,0.65
0.17,0.5
0.35,0.23
0.32,0.24
0.34,0.23
0.32,0.24
0.34,0.24
0.33,0.23
0.35,0.24
0.34,0.23
0.28,0.23
0.31,0.24
0.32,0.25
0.19,0.24
0.3,0.25
0.31,0.23
0.21,0.24
0.26,0.25
0.25,0.25
0.26,0.24
0.33,0.24
0.34,0.24
0.23,0.24
0.26,0.24
0.24,0.52
0.32,0.43
0.32,0.26
0.3,0.27
0.31,0.28
0.33,0.88
0.32,1.12
0.3,0.98
0.31,1.04
0.3,0.95
0.29,1.01
0.3,0.95
0.29,0.81
0.26,0.32
0.3,0.24
0.36,0.21
0.19,0.24
0.28,0.25
0.29,0.24
0.24,0.47
0.31,0.25
0.31,0.25
0.21,0.7
0.28,0.65
0.34,0.37
0.22,0.6
0.26,0.26
0.28,0.45
0.2,0.47
0.2,0.24
0.2,0.22
0.31,0.52
0.29,0.29
0.27,0.35
0.29,0.21
0.31,0.25
0.27,0.26
0.3,0.65
0.35,0.92
0.35,0.94
0.37,0.9
0.33,0.92
0.33,0.91
0.38,0.91
0.31,0.91
0.33,0.94
0.29,0.95
0.3,0.95
0.31,0.98
0.33,0.83
0.3,1.19
0.25,1.11
0.24,0.81
0.21,0.32
0.3,0.22
0.33,0.25
0.27,0.26
0.31,0.25
0.3,0.25
0.22,0.25
0.28,0.24
0.22,0.42
0.22,0.23
0.39,0.21
0.34,0.27
0.29,0.26
0.32,0.27
0.29,0.26
0.34,0.39
0.34,0.27
0.19,0.27
0.32,0.27
0.32,0.27
0.33,0.27
0.31,0.25
0.32,0.26
0.33,0.27
0.3,0.24
0.25,0.25
0.34,0.26
0.22,0.26
0.33,0.24
0.31,0.25
0.22,0.26
0.36,0.25
0.26,0.25
0.44,0.41
0.28,0.27
0.28,0.27
0.31,0.29
