ear,mar
0.23,0.5
0.3,0.47
0.32,0.48
0.33,0.46
0.33,0.48
0.33,0.48
0.34,0.47
0.34,0.47
0.21,0.45
0.22,0.47
0.35,0.46
0.32,0.45
0.32,0.46
0.31,0.55
0.25,0.84
0.3,1.0
0.3,1.03
0.28,1.15
0.27,1.33
0.28,1.24
0.3,1.25
0.31,1.3
0.31,1.05
0.32,0.44
0.28,0.39
0.25,0.5
0.31,0.47
0.31,0.43
0.35,0.43
0.27,0.45
0.28,0.47
0.25,0.47
0.27,0.47
0.3,0.47
0.24,0.47
0.25,0.45
0.25,0.45
0.23,0.38
0.23,0.47
0.27,0.42
0.32,0.45
0.32,0.46
0.3,0.46
0.32,0.46
0.21,0.48
0.33,0.48
0.29,0.48
0.31,0.46
0.33,0.47
0.3,0.5
0.28,0.5
0.3,0.55
0.27,0.62
0.32,0.77
0.26,0.8
0.28,0.91
0.3,1.0
0.27,1.14
0.23,1.19
0.27,1.21
0.25,1.34
0.25,1.4
0.25,1.57
0.24,1.62
0.2,1.58
0.23,1.4
0.21,0.83
0.19,0.31
0.2,0.43
0.25,0.4
0.21,0.42
0.29,0.56
0.21,0.43
0.29,0.42
0.3,0.43
0.22,0.46
0.33,0.44
0.31,0.45
0.26,0.45
0.28,0.44
0.3,0.45
0.3,0.46
0.31,0.44
0.24,0.46
0.29,0.46
0.22,0.46
0.22,0.44
0.22,0.44
0.25,0.38
0.24,0.4
0.24,0.39
0.32,0.45
0.34,0.44
0.36,0.45
0.33,0.45
0.23,0.44
0.32,0.43
0.25,0.44
0.33,0.46
0.24,0.47
0.32,0.44
0.33,0.45
0.32,0.45
0.27,0.45
0.28,0.44
0.25,0.46
0.22,0.45
0.28,0.4
0.27,0.4
0.23,0.32
0.38,0.48
0.35,0.48
0.26,0.46
0.26,0.46
0.25,0.55
0.24,0.49
0.25,0.48
0.24,0.48
0.23,0.49
0.23,0.5
0.24,0.48
0.2,0.46
0.19,0.55
0.2,0.49
0.25,0.47
0.19,0.49
