ear,mar
0.28,0.42
0.32,0.42
0.34,0.44
0.33,0.42
0.33,0.43
0.32,0.43
0.31,0.42
0.33,0.43
0.31,0.42
0.31,0.43
0.3,0.44
0.34,0.46
0.2,0.39
0.33,0.46
0.22,0.39
0.31,0.4
0.3,0.36
0.3,0.4
0.22,0.42
0.32,0.47
0.3,0.47
0.34,0.49
0.33,0.47
0.44,0.71
0.39,0.61
0.36,0.61
0.38,0.5
0.36,0.49
0.27,0.49
0.22,0.55
0.41,0.68
0.41,0.56
0.38,0.52
0.36,0.55
0.31,0.48
0.3,0.49
0.33,0.47
0.34,0.48
0.25,0.39
0.32,0.46
0.34,0.48
0.34,0.48
0.33,0.46
0.42,0.5
0.39,0.49
0.32,0.48
0.34,0.47
0.34,0.48
0.35,0.48
0.35,0.48
0.35,0.57
0.33,0.57
0.37,0.63
0.34,0.6
0.4,0.61
0.35,0.61
0.31,0.56
0.37,0.4
0.38,0.59
0.37,0.53
0.37,0.51
0.33,0.49
0.31,0.48
0.32,0.47
0.16,0.41
0.34,0.46
0.33,0.59
0.37,0.54
0.27,0.57
0.38,0.52
0.35,0.46
0.33,0.49
0.23,0.49
0.31,0.5
0.32,0.48
0.31,0.45
0.25,0.41
0.33,0.47
0.25,0.41
0.25,0.41
0.3,0.4
0.26,0.4
0.22,0.42
0.32,0.43
0.32,0.46
0.33,0.47
0.26,0.48
0.34,0.5
0.31,0.47
0.34,0.48
0.37,0.52
0.34,0.47
0.24,0.41
0.26,0.41
0.35,0.56
0.4,0.54
0.33,0.6
0.31,0.52
0.33,0.58
0.33,0.53
0.3,0.59
0.23,0.38
0.35,0.73
0.35,0.55
0.37,0.5
0.38,0.66
0.36,0.6
0.33,0.43
0.33,0.43
0.2,0.44
0.24,0.41
0.28,0.42
0.21,0.36
0.27,0.39
0.34,0.48
0.28,0.66
0.38,0.51
0.3,0.42
0.29,0.39
0.3,0.4
0.3,0.4
0.32,0.43
0.28,0.58
0.33,0.45
0.33,0.44
0.33,0.44
0.31,0.44
0.32,0.45
