ear,mar
0.18,0.45
0.18,0.34
0.18,0.24
0.25,0.28
0.24,0.5
0.23,0.5
0.4,0.5
0.15,0.54
0.16,0.42
0.18,0.32
0.13,0.35
0.17,0.36
0.23,0.57
0.22,0.64
0.18,0.53
0.14,0.46
0.18,0.48
0.11,0.42
0.13,0.4
0.22,0.41
0.29,0.54
0.28,0.42
0.22,0.31
0.14,0.44
0.29,0.31
0.27,0.41
0.25,0.41
0.27,0.47
0.21,0.4
0.25,0.36
0.29,0.36
0.28,0.39
0.3,0.41
0.24,0.43
0.27,0.46
0.25,0.53
0.19,0.4
0.27,0.43
0.24,0.43
0.26,0.43
0.17,0.45
0.37,0.44
0.36,0.46
0.34,0.43
0.35,0.44
0.31,0.44
0.35,0.45
0.39,0.63
0.36,0.44
0.39,0.46
0.3,0.42
0.37,0.42
0.34,0.41
0.33,0.41
0.38,0.42
0.35,0.43
0.45,0.57
0.43,0.56
0.23,0.47
0.3,0.43
0.3,0.42
0.28,0.42
0.22,0.43
0.28,0.43
0.29,0.44
0.36,0.56
0.37,0.47
0.39,0.45
0.24,0.45
0.27,0.45
0.32,0.46
0.37,0.47
0.36,0.46
0.23,0.47
0.33,0.46
0.34,0.46
0.35,0.44
0.36,0.44
0.33,0.44
0.34,0.47
0.34,0.62
0.36,0.45
0.26,0.54
0.32,0.44
0.3,0.45
0.36,0.5
0.42,0.54
0.25,0.44
0.38,0.58
0.3,0.44
0.24,0.46
0.31,0.46
0.34,0.44
