ear,mar
0.26,0.32
0.22,0.42
0.24,0.42
0.26,0.43
0.25,0.44
0.25,0.44
0.24,0.42
0.23,0.44
0.24,0.44
0.25,0.46
0.26,0.45
0.22,0.43
0.26,0.45
0.23,0.43
0.25,0.51
0.26,0.55
0.24,0.56
0.24,0.58
0.2,0.66
0.21,0.51
0.2,0.49
0.17,0.43
0.18,0.38
0.26,0.41
0.23,0.5
0.09,0.46
0.19,0.48
0.2,0.49
0.2,0.5
0.19,0.53
0.19,0.44
0.18,0.46
0.17,0.47
0.17,0.48
0.16,0.46
0.18,0.49
0.15,0.47
0.18,0.46
0.16,0.48
0.19,0.43
0.21,0.41
0.19,0.5
0.17,0.52
0.18,0.45
0.18,0.54
0.17,0.48
0.14,0.46
0.17,0.46
0.14,0.47
0.15,0.48
0.17,0.48
0.17,0.49
0.17,0.48
0.18,0.46
0.17,0.46
0.21,0.44
0.19,0.56
0.19,0.67
0.19,0.51
0.16,0.48
0.13,0.48
0.13,0.45
0.15,0.47
0.19,0.47
0.15,0.47
0.2,0.47
0.15,0.46
0.2,0.48
0.18,0.47
0.22,0.5
0.21,0.48
0.22,0.41
0.19,0.5
0.14,0.49
0.21,0.51
0.19,0.56
0.17,0.38
0.19,0.44
0.17,0.5
0.22,0.55
0.21,0.61
0.18,0.47
0.15,0.5
0.16,0.5
0.19,0.49
0.2,0.49
0.2,0.57
0.17,0.44
0.17,0.47
0.2,0.49
0.18,0.46
0.21,0.47
0.17,0.47
0.16,0.48
0.18,0.47
0.18,0.47
0.18,0.46
0.18,0.44
0.17,0.44
0.2,0.46
0.18,0.49
0.14,0.46
0.15,0.4
0.17,0.36
0.17,0.38
0.23,0.49
0.25,0.47
0.47,0.64
0.4,0.65
0.48,0.7
0.38,0.64
0.26,0.6
0.17,0.45
0.22,0.47
0.19,0.52
0.38,0.66
0.25,0.54
0.17,0.43
0.27,0.52
0.26,0.54
0.2,0.52
0.32,0.47
0.31,0.62
0.14,0.44
0.16,0.46
0.14,0.48
0.16,0.49
0.19,0.48
0.18,0.5
0.19,0.47
0.18,0.49
0.17,0.51
0.19,0.49
0.17,0.49
0.18,0.5
0.22,0.65
0.23,0.57
0.21,0.55
0.23,0.5
0.21,0.5
0.14,0.48
0.17,0.47
0.22,0.5
0.21,0.51
0.15,0.45
0.18,0.45
0.2,0.47
0.23,0.4
