ear,mar
0.32,0.27
0.33,0.27
0.31,0.26
0.34,0.26
0.34,0.27
0.37,0.27
0.3,0.27
0.31,0.27
0.36,0.27
0.32,0.28
0.34,0.27
0.35,0.31
0.43,0.45
0.45,0.46
0.44,0.48
0.32,0.42
0.22,0.3
0.17,0.36
0.19,0.31
0.24,0.29
0.26,0.43
0.4,0.48
0.41,0.51
0.51,0.6
0.29,0.42
0.34,0.36
0.32,0.33
0.46,0.59
0.48,0.52
0.35,0.5
0.28,0.34
0.28,0.34
0.33,0.4
0.47,0.6
0.31,0.67
0.42,0.43
0.39,0.41
0.22,0.41
0.29,0.39
0.39,0.62
0.46,0.52
0.29,0.54
0.35,0.38
0.47,0.57
0.46,0.58
0.32,0.49
0.29,0.4
0.49,0.61
0.56,0.6
0.2,0.6
0.27,0.46
0.44,0.61
0.45,0.6
0.49,0.62
0.27,0.48
0.45,0.62
0.43,0.48
0.38,0.53
0.41,0.51
0.28,0.41
0.33,0.34
0.44,0.53
0.42,0.55
0.33,0.4
0.43,0.68
0.46,0.44
0.43,0.43
0.47,0.51
0.47,0.49
0.39,0.43
0.38,0.6
0.39,0.49
0.37,0.51
0.41,0.42
0.4,0.6
0.43,0.55
0.39,0.47
0.34,0.45
0.47,0.58
0.41,0.43
0.43,0.41
0.37,0.42
0.48,0.66
0.33,0.47
0.28,0.34
0.53,0.5
0.41,0.47
0.4,0.7
0.29,0.4
0.43,0.55
0.45,0.67
0.43,0.67
0.36,0.59
0.35,0.39
0.45,0.62
0.5,0.65
0.3,0.43
0.25,0.36
0.32,0.48
0.31,0.41
0.29,0.4
0.32,0.56
0.4,0.48
0.46,0.51
0.44,0.53
0.49,0.64
0.47,0.57
0.39,0.71
0.39,0.51
0.27,0.56
0.28,0.34
0.32,0.38
0.32,0.35
0.41,0.53
0.37,0.47
0.37,0.5
0.29,0.2
0.46,0.47
0.45,0.44
0.4,0.52
0.43,0.48
0.37,0.56
0.32,0.42
0.35,0.26
0.31,0.44
0.32,0.36
0.33,0.27
0.32,0.23
0.27,0.2
0.29,0.26
0.29,0.35
0.31,0.33
0.31,0.42
0.3,0.34
0.29,0.31
0.31,0.58
0.31,0.45
0.33,0.39
0.22,0.44
0.37,0.42
0.34,0.46
0.44,0.66
0.44,0.42
0.5,0.58
0.38,0.37
0.49,0.65
0.3,0.51
0.32,0.4
0.24,0.36
0.3,0.44
0.29,0.39
0.32,0.37
0.18,0.38
0.27,0.43
0.28,0.32
0.35,0.49
0.36,0.26
0.37,0.25
0.41,0.39
0.46,0.45
0.44,0.57
0.34,0.55
0.31,0.45
0.32,0.42
0.29,0.37
0.19,0.41
0.31,0.49
0.38,0.44
0.3,0.44
0.27,0.35
0.23,0.32
0.28,0.43
0.4,0.53
0.4,0.48
0.42,0.58
0.42,0.51
0.28,0.43
0.24,0.44
0.25,0.38
0.28,0.35
0.25,0.35
0.25,0.36
0.35,0.49
0.42,0.71
0.43,0.55
0.4,0.43
0.4,0.43
0.4,0.42
0.32,0.54
0.24,0.4
0.28,0.42
0.24,0.39
0.25,0.4
0.25,0.43
0.48,0.64
0.5,0.55
0.45,0.78
0.47,0.59
