ear,mar
0.25,0.33
0.22,0.34
0.26,0.46
0.24,0.4
0.21,0.37
0.26,0.37
0.26,0.4
0.23,0.38
0.22,0.39
0.25,0.38
0.25,0.37
0.25,0.38
0.23,0.42
0.24,0.48
0.27,0.5
0.27,0.53
0.21,0.44
0.23,0.37
0.23,0.38
0.22,0.47
0.23,0.33
0.24,0.47
0.17,0.53
0.25,0.47
0.25,0.43
0.23,0.41
0.2,0.48
0.19,0.34
0.23,0.51
0.22,0.44
0.22,0.41
0.21,0.43
0.18,0.54
0.22,0.56
0.22,0.41
0.23,0.46
0.23,0.48
0.21,0.43
0.19,0.52
0.21,0.45
0.2,0.44
0.2,0.4
0.12,0.5
0.24,0.44
0.21,0.49
0.16,0.49
0.21,0.49
0.23,0.49
0.25,0.45
0.22,0.57
0.25,0.53
0.23,0.45
0.25,0.41
0.22,0.43
0.23,0.4
0.2,0.45
0.15,0.35
0.22,0.48
0.17,0.49
0.22,0.46
0.27,0.39
0.22,0.43
0.14,0.48
0.21,0.45
0.25,0.43
0.23,0.33
0.19,0.38
0.17,0.38
0.18,0.4
0.15,0.35
0.15,0.44
0.16,0.47
0.18,0.4
0.17,0.35
0.14,0.32
0.21,0.4
0.19,0.49
0.17,0.32
0.2,0.39
0.22,0.48
0.21,0.47
0.22,0.62
0.21,0.46
0.24,0.48
0.22,0.54
0.19,0.41
0.19,0.38
0.12,0.48
0.15,0.4
0.17,0.5
0.16,0.45
0.21,0.47
0.2,0.56
0.24,0.41
0.2,0.57
0.19,0.6
0.17,0.57
0.2,0.45
0.16,0.42
0.21,0.54
0.22,0.48
0.17,0.46
0.22,0.45
0.21,0.41
0.21,0.41
0.16,0.48
0.17,0.43
0.16,0.44
0.28,0.38
0.2,0.37
0.2,0.3
0.17,0.26
0.17,0.41
0.22,0.48
0.22,0.43
0.2,0.5
0.16,0.49
0.19,0.42
0.21,0.39
0.23,0.41
0.14,0.33
0.3,0.48
0.15,0.64
0.22,0.41
0.27,0.37
0.2,0.38
0.15,0.39
0.09,0.54
0.17,0.43
0.23,0.52
0.24,0.45
0.25,0.45
0.36,0.85
0.26,0.42
0.24,0.41
0.19,0.4
0.19,0.41
0.25,0.41
0.23,0.67
0.24,0.43
0.25,0.28
0.23,0.28
0.23,0.35
0.2,0.35
0.34,0.65
0.36,0.48
0.42,0.69
0.46,0.51
0.2,0.53
0.24,0.4
0.27,0.48
