ear,mar
0.28,0.37
0.29,0.38
0.3,0.36
0.29,0.37
0.32,0.35
0.32,0.39
0.33,0.39
0.31,0.37
0.32,0.4
0.31,0.36
0.31,0.39
0.31,0.38
0.31,0.37
0.28,0.36
0.3,0.36
0.29,0.38
0.32,0.38
0.3,0.38
0.32,0.36
0.3,0.38
0.28,0.37
0.33,0.36
0.37,0.33
0.34,0.28
0.33,0.38
0.31,0.38
0.29,0.34
0.26,0.35
0.27,0.45
0.19,0.34
0.32,0.38
0.33,0.39
0.35,0.38
0.35,0.39
0.26,0.36
0.22,0.37
0.17,0.38
0.17,0.39
0.36,0.5
0.36,0.37
0.34,0.4
0.29,0.53
0.32,0.71
0.29,0.94
0.29,0.89
0.25,0.93
0.23,0.96
0.27,1.05
0.25,1.0
0.28,0.59
0.26,0.82
0.24,0.18
0.31,0.25
0.17,0.49
0.19,0.34
0.32,0.25
0.34,0.52
0.19,0.52
0.27,0.5
0.32,0.31
0.16,0.57
0.27,0.71
0.32,0.35
0.33,0.36
0.3,0.34
0.31,0.35
0.3,0.36
0.34,0.46
0.29,0.35
0.31,0.35
0.23,0.42
0.36,0.33
0.32,0.38
0.34,0.36
0.29,0.34
0.31,0.34
0.29,0.51
0.31,0.37
0.31,0.35
0.18,0.59
0.19,0.5
0.25,0.32
0.35,0.44
0.33,0.59
0.33,0.31
0.37,0.49
0.18,0.58
0.32,0.36
0.35,0.37
0.26,0.51
0.31,0.34
0.35,0.33
0.32,0.4
0.36,0.35
0.38,0.33
0.36,0.47
0.34,0.4
0.38,0.32
0.37,0.28
0.37,0.61
0.24,0.44
0.33,0.54
0.32,0.55
0.32,0.37
0.29,0.45
0.39,0.41
0.36,0.48
0.41,0.54
0.26,0.66
0.37,0.51
0.43,0.63
0.37,0.48
0.24,0.59
0.21,0.61
0.29,0.54
0.3,0.36
0.34,0.41
0.28,0.61
0.29,0.97
0.27,0.95
0.21,1.03
0.18,1.04
0.27,0.92
0.23,0.96
0.16,1.25
0.2,1.1
0.24,1.15
0.26,0.68
0.19,0.34
0.25,0.46
0.25,0.35
0.18,0.32
0.17,0.34
0.18,0.37
0.32,0.36
0.32,0.32
0.3,0.37
0.22,0.31
0.21,0.36
0.2,0.37
0.24,0.33
0.3,0.33
