ear,mar
0.23,0.48
0.21,0.51
0.23,0.48
0.23,0.47
0.25,0.47
0.25,0.48
0.22,0.5
0.24,0.48
0.26,0.5
0.25,0.49
0.23,0.48
0.23,0.48
0.2,0.49
0.26,0.5
0.21,0.58
0.26,0.81
0.34,1.16
0.28,1.06
0.35,0.84
0.34,0.71
0.34,0.55
0.3,0.45
0.21,0.48
0.22,0.47
0.21,0.46
0.21,0.46
0.18,0.46
0.26,0.47
0.2,0.46
0.15,0.42
0.19,0.34
0.19,0.42
0.3,0.32
0.26,0.48
0.19,0.48
0.26,0.49
0.23,0.49
0.26,0.49
0.25,0.49
0.29,0.56
0.26,0.56
0.27,0.81
0.24,1.4
0.19,0.63
0.23,0.49
0.21,0.45
0.26,0.46
0.28,0.48
0.29,0.47
0.25,0.46
0.26,0.44
0.25,0.45
0.29,0.37
0.2,0.46
0.21,0.46
0.22,0.45
0.21,0.47
0.25,0.47
0.25,0.47
0.24,0.45
0.25,0.46
0.21,0.47
0.18,0.47
0.18,0.46
0.2,0.49
0.27,0.46
0.28,0.48
0.18,0.74
0.19,0.93
0.4,0.85
0.25,0.57
0.25,0.44
0.26,0.43
0.28,0.46
0.24,0.45
0.27,0.45
0.25,0.44
0.22,0.42
0.19,0.43
0.16,0.42
0.26,0.3
0.27,0.25
0.33,0.48
0.21,0.48
0.23,0.48
0.23,0.47
0.24,0.47
0.24,0.44
0.21,0.45
0.18,0.47
0.21,0.47
0.21,0.46
0.24,0.44
0.23,0.44
0.23,0.43
0.2,0.46
0.24,0.47
0.22,0.46
0.25,0.46
0.21,0.44
0.26,0.45
0.26,0.46
0.24,0.47
0.23,0.47
0.22,0.47
0.24,0.45
0.28,0.46
0.24,0.47
0.24,0.47
0.26,0.49
0.27,0.46
0.2,0.47
0.21,0.48
0.24,0.48
0.21,0.83
0.25,1.19
0.3,1.45
0.24,1.62
0.2,1.48
0.2,1.34
0.2,1.21
0.24,1.11
0.22,0.76
0.24,0.44
0.22,0.48
0.26,0.46
0.25,0.46
0.28,0.48
0.22,0.47
0.29,0.48
0.22,0.48
0.24,0.48
0.34,0.47
0.2,0.47
